@relation basefightstraining
@attribute fight_outcome {D,L,W}

@attribute fight_country {Japan,Philippines,Nicaragua,Thailand,Panama,Indonesia,Mexico,Argentina,'United Kingdom','South Africa',Brazil,France,Australia,USA,'Costa Rica',Ecuador,Colombia,Bolivia,Belgium,China,Canada,Tanzania,Spain,Chile,Russia,'Dominican Republic',Belarus,Italy,Kyrgyzstan,Kazakhstan,Venezuela,Namibia,Monaco,Laos,Georgia,Finland,Switzerland,Hungary,Germany,'Czech Republic','New Zealand',Croatia,'Puerto Rico',Singapore,Poland,Denmark,Macedonia,Ukraine,Ireland,Latvia,Slovakia,Austria,'Bosnia And Herzegovina',Slovenia,Azerbaijan,Honduras,Peru,Romania,'South Korea','United Arab Emirates',Haiti,Luxembourg,Estonia,Turkey,Netherlands,Greece,Martinique,Albania,'Trinidad And Tobago','French Polynesia',Sweden,Uruguay,Kenya,Kosovo,Serbia,Morocco,Ghana,Egypt,Uganda,Portugal,'Congo (Democratic Republic Of The)',Montenegro,Moldova,Lithuania,Algeria,Guyana,Fiji,Bulgaria,Aruba,Timor-Leste,Malta,'U.S. Virgin Islands','New Caledonia',Paraguay,Uzbekistan,Benin}

@attribute fight_scheduled {3,4,5,6,8,9,10,11,12}

@attribute fight_division {bantamweight,cruiserweight,featherweight,flyweight,heavyweight,'light flyweight','light heavyweight',lightweight,middleweight,minimumweight,'super bantamweight','super featherweight','super flyweight','super lightweight','super middleweight','super welterweight',welterweight}

@attribute boxer_localOvisitante {LOCAL,VISITANTE}
@attribute boxer_years_since_debut numeric

@attribute boxer_stance {orthodox,southpaw}
@attribute boxer_fights numeric

@attribute boxer_won numeric
@attribute Boxer_last_6_score numeric
@attribute boxer_last2 {'{w,l}','{d,l}','{l,w}','{l,l}','{w,w}','{w,d}','{d,w}','{d,d}','{l,d}'}
@attribute opponent_localOvisitante {LOCAL,VISITANTE}

@attribute opponent_years_since-debut numeric

@attribute opponent_stance {southpaw,orthodox}
@attribute opponent_fights numeric
@attribute opponent_won numeric

@attribute opponent_last6_score numeric

@attribute opponent_last2 {'{w,l}','{l,w}','{d,l}','{l,l}','{w,w}','{w,d}','{d,d}','{l,d}','{d,w}'}

@attribute boxer_age2 numeric
@attribute opponent_age2 numeric


@data
L,Philippines,10,'super bantamweight',VISITANTE,3,orthodox,17,82,5,'{w,d}',LOCAL,4,southpaw,16,88,3,'{d,l}',23,20
L,USA,12,heavyweight,VISITANTE,10,orthodox,41,56,-2,'{l,l}',LOCAL,26,orthodox,40,90,6,'{w,w}',35,47
L,'United Kingdom',12,'super bantamweight',LOCAL,7,orthodox,21,71,2,'{l,w}',LOCAL,3,orthodox,10,90,5,'{w,w}',25,27
W,'United Kingdom',10,'super middleweight',LOCAL,5,orthodox,18,83,2,'{w,w}',VISITANTE,7,orthodox,21,57,0,'{w,w}',27,26
W,'Puerto Rico',6,heavyweight,LOCAL,4,orthodox,14,93,6,'{w,w}',VISITANTE,5,orthodox,44,41,0,'{w,l}',28,35
L,'United Kingdom',10,welterweight,VISITANTE,4,orthodox,12,92,4,'{l,w}',LOCAL,4,southpaw,16,100,6,'{w,w}',23,24
L,Philippines,6,featherweight,LOCAL,2,orthodox,10,20,-2,'{w,l}',LOCAL,2,southpaw,8,100,6,'{w,w}',19,20
L,Tanzania,10,featherweight,LOCAL,16,southpaw,49,76,6,'{w,w}',VISITANTE,5,orthodox,14,86,4,'{w,w}',34,26
L,Mexico,10,'super lightweight',LOCAL,11,orthodox,39,69,0,'{l,l}',LOCAL,8,orthodox,33,94,4,'{w,l}',34,29
W,USA,8,'super welterweight',LOCAL,4,orthodox,15,100,6,'{w,w}',LOCAL,6,orthodox,15,80,3,'{w,d}',20,24
L,France,12,'super bantamweight',VISITANTE,5,orthodox,22,86,3,'{w,l}',LOCAL,7,orthodox,35,94,4,'{w,w}',28,25
W,USA,10,'light heavyweight',VISITANTE,8,orthodox,28,89,4,'{w,l}',VISITANTE,7,orthodox,38,87,2,'{w,w}',26,32
W,'United Kingdom',8,'super welterweight',LOCAL,3,orthodox,7,100,6,'{w,w}',LOCAL,2,southpaw,9,56,1,'{w,l}',23,31
W,Philippines,8,bantamweight,LOCAL,14,orthodox,56,68,2,'{w,w}',LOCAL,10,orthodox,42,33,-5,'{l,l}',33,31
L,USA,4,heavyweight,LOCAL,10,orthodox,17,59,0,'{w,w}',LOCAL,2,southpaw,15,93,4,'{w,w}',31,25
W,USA,10,'super welterweight',LOCAL,9,orthodox,34,68,4,'{w,w}',LOCAL,13,orthodox,31,90,4,'{w,w}',37,35
L,Nicaragua,6,flyweight,LOCAL,5,orthodox,20,75,4,'{w,l}',LOCAL,1,orthodox,12,83,6,'{w,w}',25,19
L,Philippines,10,flyweight,LOCAL,10,orthodox,52,25,-5,'{l,l}',LOCAL,4,southpaw,10,90,5,'{w,d}',32,22
L,Japan,6,'light flyweight',LOCAL,6,orthodox,14,21,-1,'{w,l}',LOCAL,3,orthodox,9,22,0,'{w,l}',27,26
L,Colombia,8,lightweight,VISITANTE,5,orthodox,17,47,-5,'{l,l}',LOCAL,4,orthodox,27,100,6,'{w,w}',27,29
L,Thailand,12,'super bantamweight',VISITANTE,4,orthodox,15,80,4,'{w,l}',LOCAL,9,southpaw,47,94,5,'{w,w}',21,32
D,USA,8,'super lightweight',LOCAL,3,orthodox,12,100,6,'{w,w}',LOCAL,8,orthodox,27,67,2,'{w,l}',23,30
W,Philippines,8,'super bantamweight',LOCAL,1,orthodox,6,83,5,'{w,w}',LOCAL,1,orthodox,7,71,4,'{w,w}',17,18
L,Philippines,10,bantamweight,VISITANTE,12,southpaw,35,31,0,'{l,w}',LOCAL,9,orthodox,38,68,4,'{w,w}',32,26
L,Panama,8,lightweight,LOCAL,4,orthodox,14,79,2,'{l,w}',LOCAL,7,orthodox,17,53,-3,'{l,w}',24,29
W,Japan,8,'super flyweight',LOCAL,4,orthodox,20,70,0,'{l,l}',LOCAL,5,orthodox,21,81,2,'{w,w}',23,26
L,Philippines,10,'super flyweight',LOCAL,4,southpaw,12,50,-1,'{d,l}',LOCAL,3,orthodox,10,90,6,'{w,w}',22,20
L,France,12,middleweight,LOCAL,7,orthodox,36,94,6,'{w,w}',VISITANTE,9,orthodox,27,93,4,'{l,w}',32,28
L,Philippines,10,'super bantamweight',LOCAL,5,orthodox,27,33,-4,'{l,w}',LOCAL,7,southpaw,27,70,2,'{w,w}',24,28
W,Russia,12,featherweight,LOCAL,10,orthodox,20,90,6,'{w,w}',VISITANTE,14,orthodox,58,55,-2,'{l,l}',32,29
W,Spain,6,welterweight,LOCAL,2,orthodox,9,100,6,'{w,w}',VISITANTE,1,southpaw,7,100,6,'{w,w}',23,28
W,'United Kingdom',10,bantamweight,LOCAL,11,southpaw,31,90,4,'{w,w}',LOCAL,6,orthodox,19,79,4,'{w,w}',30,25
W,Germany,12,cruiserweight,VISITANTE,15,orthodox,41,85,6,'{w,w}',VISITANTE,2,orthodox,15,87,4,'{w,w}',37,24
W,Argentina,12,'super flyweight',LOCAL,6,orthodox,23,100,6,'{w,w}',VISITANTE,6,southpaw,18,89,2,'{l,w}',27,24
W,Canada,12,heavyweight,VISITANTE,6,orthodox,20,95,5,'{w,w}',VISITANTE,15,orthodox,34,82,2,'{w,w}',30,38
L,Philippines,10,bantamweight,LOCAL,12,orthodox,45,56,-4,'{l,l}',LOCAL,7,orthodox,26,77,4,'{w,w}',30,30
L,Italy,10,'super lightweight',VISITANTE,7,southpaw,26,65,3,'{d,w}',LOCAL,2,orthodox,6,83,4,'{w,w}',24,24
W,Belgium,6,cruiserweight,LOCAL,15,orthodox,58,64,2,'{l,w}',VISITANTE,8,orthodox,31,74,-2,'{w,l}',34,35
L,USA,8,lightweight,LOCAL,3,orthodox,11,100,6,'{w,w}',LOCAL,3,southpaw,14,79,1,'{l,l}',27,21
W,Mexico,6,heavyweight,VISITANTE,9,orthodox,64,88,2,'{l,w}',LOCAL,4,orthodox,18,67,4,'{w,l}',38,27
W,Germany,12,'light heavyweight',LOCAL,15,southpaw,45,96,6,'{w,w}',VISITANTE,9,orthodox,37,95,4,'{w,w}',35,35
L,USA,12,'super welterweight',VISITANTE,9,orthodox,27,93,6,'{w,w}',LOCAL,6,southpaw,20,100,6,'{w,w}',29,26
L,'United Kingdom',6,featherweight,VISITANTE,12,orthodox,36,75,-2,'{w,l}',LOCAL,7,orthodox,20,75,0,'{w,w}',35,28
W,Argentina,6,'super featherweight',LOCAL,4,orthodox,21,90,2,'{w,w}',LOCAL,3,orthodox,14,79,2,'{l,w}',24,27
L,'South Africa',12,'super middleweight',VISITANTE,5,orthodox,15,93,6,'{w,w}',LOCAL,4,southpaw,18,94,5,'{w,w}',29,24
D,Spain,10,'super featherweight',LOCAL,3,orthodox,13,100,6,'{w,w}',LOCAL,15,orthodox,55,53,6,'{w,w}',30,35
W,Japan,12,bantamweight,LOCAL,9,southpaw,24,92,6,'{w,w}',VISITANTE,7,orthodox,23,100,6,'{w,w}',32,27
W,Japan,8,'super bantamweight',VISITANTE,11,southpaw,24,75,5,'{w,d}',VISITANTE,5,southpaw,11,55,2,'{l,w}',30,25
L,USA,6,'light heavyweight',VISITANTE,13,orthodox,29,66,-2,'{w,w}',LOCAL,3,southpaw,10,100,6,'{w,w}',34,23
L,Mexico,12,'super featherweight',LOCAL,3,orthodox,24,58,5,'{w,d}',LOCAL,7,orthodox,35,80,0,'{l,l}',20,24
L,Argentina,10,welterweight,LOCAL,3,orthodox,15,80,2,'{w,w}',LOCAL,2,orthodox,15,67,0,'{l,w}',27,22
D,Japan,10,'super welterweight',LOCAL,13,southpaw,39,67,4,'{w,w}',LOCAL,16,southpaw,37,73,6,'{w,w}',30,37
L,'Puerto Rico',12,'super lightweight',VISITANTE,11,orthodox,38,95,4,'{w,w}',LOCAL,5,orthodox,25,100,6,'{w,w}',35,25
W,'South Africa',8,'super bantamweight',LOCAL,7,southpaw,25,56,2,'{l,w}',LOCAL,10,orthodox,24,96,6,'{w,w}',30,31
W,Argentina,4,'super middleweight',LOCAL,3,orthodox,11,73,2,'{w,l}',LOCAL,8,southpaw,33,39,1,'{d,w}',25,33
L,Argentina,10,featherweight,LOCAL,1,orthodox,10,60,0,'{w,w}',LOCAL,2,orthodox,12,100,6,'{w,w}',24,23
L,USA,6,heavyweight,LOCAL,4,orthodox,25,24,-4,'{l,l}',LOCAL,8,orthodox,16,94,6,'{w,w}',25,33
W,Philippines,10,featherweight,LOCAL,3,orthodox,17,88,2,'{w,w}',LOCAL,4,orthodox,25,32,-4,'{l,l}',21,23
W,Mexico,8,welterweight,LOCAL,5,orthodox,28,75,4,'{w,w}',LOCAL,1,orthodox,15,93,6,'{w,w}',23,20
W,Nicaragua,6,'light flyweight',LOCAL,3,orthodox,14,71,4,'{w,w}',LOCAL,2,orthodox,12,8,-3,'{l,l}',23,20
L,Japan,8,'super lightweight',LOCAL,6,orthodox,14,50,3,'{l,w}',LOCAL,9,southpaw,26,73,0,'{w,w}',29,27
W,Mexico,8,welterweight,LOCAL,5,orthodox,14,86,5,'{w,w}',LOCAL,12,orthodox,21,76,2,'{l,l}',20,28
L,Thailand,10,'light flyweight',VISITANTE,4,orthodox,31,52,0,'{l,w}',LOCAL,7,orthodox,33,88,6,'{w,w}',21,23
W,Mexico,12,bantamweight,LOCAL,12,orthodox,39,69,0,'{w,w}',LOCAL,7,orthodox,19,89,4,'{w,l}',27,24
W,Philippines,10,'super lightweight',VISITANTE,9,orthodox,16,81,2,'{w,w}',LOCAL,5,orthodox,28,96,6,'{w,w}',25,22
W,Philippines,8,'super flyweight',LOCAL,2,orthodox,6,100,6,'{w,w}',LOCAL,5,orthodox,33,21,-6,'{l,l}',19,23
L,Poland,12,cruiserweight,VISITANTE,5,orthodox,19,95,4,'{l,w}',LOCAL,4,orthodox,20,100,6,'{w,w}',32,27
W,USA,10,welterweight,VISITANTE,8,orthodox,18,89,3,'{l,w}',VISITANTE,8,orthodox,23,96,5,'{d,w}',29,30
D,Germany,6,welterweight,LOCAL,1,orthodox,7,100,6,'{w,w}',VISITANTE,1,southpaw,9,56,0,'{w,d}',24,25
W,Poland,12,cruiserweight,LOCAL,11,orthodox,47,94,5,'{w,w}',VISITANTE,7,orthodox,20,100,6,'{w,w}',29,33
L,Philippines,10,minimumweight,LOCAL,3,orthodox,16,44,-4,'{l,w}',LOCAL,6,southpaw,31,65,0,'{w,l}',25,22
L,Ukraine,12,cruiserweight,VISITANTE,10,orthodox,25,80,2,'{w,w}',LOCAL,3,orthodox,16,100,6,'{w,w}',32,27
D,Argentina,4,'super lightweight',LOCAL,12,orthodox,28,50,2,'{w,l}',LOCAL,2,orthodox,13,92,4,'{w,l}',36,27
W,USA,8,'light heavyweight',VISITANTE,8,orthodox,28,96,6,'{w,w}',LOCAL,10,southpaw,24,75,0,'{w,l}',26,28
L,Japan,8,'super lightweight',LOCAL,6,orthodox,13,69,4,'{l,w}',LOCAL,9,southpaw,25,84,4,'{w,l}',27,27
W,Germany,10,'light heavyweight',LOCAL,8,orthodox,30,53,-2,'{w,l}',VISITANTE,6,orthodox,39,59,0,'{l,w}',32,35
W,Philippines,12,'super flyweight',LOCAL,5,orthodox,21,100,6,'{w,w}',LOCAL,5,orthodox,19,95,6,'{w,w}',24,22
L,Panama,6,bantamweight,LOCAL,11,orthodox,26,23,-6,'{l,l}',LOCAL,3,southpaw,7,71,3,'{w,l}',29,24
W,'United Kingdom',6,'super lightweight',LOCAL,4,orthodox,10,100,6,'{w,w}',VISITANTE,6,orthodox,30,60,-4,'{l,l}',25,35
W,Mexico,8,'super lightweight',LOCAL,12,orthodox,39,62,0,'{d,w}',LOCAL,10,orthodox,35,71,4,'{w,w}',33,28
L,USA,12,'super middleweight',LOCAL,8,southpaw,18,83,3,'{w,w}',LOCAL,7,orthodox,23,91,4,'{l,w}',26,26
L,USA,12,'light heavyweight',LOCAL,11,southpaw,31,87,4,'{w,w}',LOCAL,7,southpaw,26,100,6,'{w,w}',39,25
W,Argentina,12,'super lightweight',LOCAL,2,orthodox,17,100,6,'{w,w}',VISITANTE,13,southpaw,28,79,2,'{w,w}',22,31
W,'United Kingdom',8,lightweight,LOCAL,6,orthodox,20,95,6,'{w,w}',VISITANTE,13,orthodox,49,57,-2,'{l,l}',28,32
L,Japan,8,'super bantamweight',LOCAL,4,orthodox,10,60,0,'{w,l}',VISITANTE,5,orthodox,19,68,2,'{w,w}',26,23
L,USA,12,bantamweight,VISITANTE,11,southpaw,41,90,4,'{w,w}',VISITANTE,9,southpaw,33,94,6,'{w,w}',35,25
W,USA,8,middleweight,LOCAL,3,orthodox,15,87,6,'{w,w}',LOCAL,2,orthodox,13,54,-2,'{l,l}',25,25
L,Japan,8,flyweight,LOCAL,8,orthodox,20,60,4,'{w,w}',LOCAL,8,orthodox,21,76,-1,'{l,d}',27,31
W,'United Kingdom',6,middleweight,LOCAL,4,orthodox,15,87,3,'{d,l}',LOCAL,2,southpaw,6,67,2,'{w,l}',22,26
L,Mexico,12,flyweight,VISITANTE,6,orthodox,30,70,3,'{w,d}',LOCAL,4,orthodox,18,72,6,'{w,w}',26,19
L,Thailand,6,flyweight,VISITANTE,7,orthodox,41,41,-4,'{l,l}',LOCAL,9,orthodox,48,94,4,'{w,w}',24,29
W,Argentina,6,'super middleweight',LOCAL,15,orthodox,61,66,0,'{w,l}',LOCAL,10,orthodox,40,30,0,'{w,l}',36,38
L,Ukraine,12,heavyweight,VISITANTE,9,orthodox,34,62,1,'{w,l}',VISITANTE,7,orthodox,26,100,6,'{w,w}',35,35
W,Philippines,10,'super featherweight',LOCAL,7,orthodox,28,68,2,'{l,w}',LOCAL,5,orthodox,16,50,-5,'{l,d}',24,28
L,'South Africa',12,minimumweight,VISITANTE,5,southpaw,27,67,2,'{l,w}',LOCAL,4,southpaw,15,100,6,'{w,w}',21,22
L,Italy,10,lightweight,LOCAL,3,orthodox,12,92,6,'{w,w}',LOCAL,6,orthodox,19,89,2,'{l,w}',26,29
W,Mexico,12,welterweight,LOCAL,4,orthodox,25,96,6,'{w,w}',VISITANTE,5,orthodox,18,94,5,'{w,w}',18,30
W,Colombia,11,minimumweight,LOCAL,5,orthodox,22,82,2,'{l,w}',LOCAL,5,orthodox,20,85,4,'{w,w}',26,33
L,Argentina,6,'super lightweight',LOCAL,1,orthodox,8,88,4,'{w,w}',LOCAL,9,southpaw,38,42,-2,'{l,w}',22,29
W,Japan,10,bantamweight,LOCAL,9,orthodox,26,88,4,'{w,w}',LOCAL,11,orthodox,31,81,2,'{l,w}',27,31
L,Japan,5,'super lightweight',LOCAL,3,orthodox,9,67,2,'{w,w}',LOCAL,2,orthodox,9,78,3,'{w,w}',27,28
L,'South Africa',12,bantamweight,VISITANTE,9,orthodox,24,75,4,'{l,w}',LOCAL,7,southpaw,18,83,5,'{w,d}',32,27
W,Argentina,6,'super featherweight',LOCAL,9,orthodox,22,68,5,'{w,w}',LOCAL,12,southpaw,45,24,-5,'{l,l}',33,34
W,USA,8,cruiserweight,VISITANTE,2,southpaw,7,100,6,'{w,w}',VISITANTE,10,orthodox,25,84,2,'{l,w}',30,36
L,Poland,8,'super middleweight',VISITANTE,2,southpaw,20,60,0,'{l,w}',LOCAL,6,orthodox,16,81,5,'{d,w}',26,28
D,Colombia,8,'super flyweight',LOCAL,2,orthodox,13,85,6,'{w,w}',LOCAL,12,southpaw,35,74,5,'{w,d}',23,32
L,Philippines,8,bantamweight,LOCAL,4,southpaw,27,81,4,'{w,w}',LOCAL,3,orthodox,15,100,6,'{w,w}',19,22
L,Russia,12,'super middleweight',VISITANTE,14,orthodox,35,80,2,'{w,w}',LOCAL,5,orthodox,9,100,6,'{w,w}',39,26
L,USA,8,cruiserweight,LOCAL,4,orthodox,33,42,-4,'{w,l}',VISITANTE,4,orthodox,13,100,6,'{w,w}',34,30
L,'United Kingdom',3,middleweight,LOCAL,6,orthodox,37,68,3,'{w,d}',LOCAL,8,orthodox,17,100,6,'{w,w}',28,25
L,Australia,12,'super middleweight',VISITANTE,7,orthodox,23,87,6,'{w,w}',LOCAL,3,orthodox,10,90,4,'{w,w}',24,27
L,Mexico,12,minimumweight,VISITANTE,5,southpaw,31,81,2,'{w,w}',LOCAL,5,southpaw,26,96,6,'{w,w}',24,26
L,Argentina,10,'light heavyweight',LOCAL,15,orthodox,38,58,-4,'{l,l}',VISITANTE,2,orthodox,11,91,6,'{w,w}',36,24
L,Philippines,12,minimumweight,VISITANTE,5,orthodox,21,81,-2,'{l,l}',LOCAL,2,orthodox,13,100,6,'{w,w}',20,19
L,Japan,8,featherweight,LOCAL,9,southpaw,24,33,-4,'{w,l}',LOCAL,8,orthodox,21,57,3,'{w,w}',26,31
W,Mexico,8,'super bantamweight',LOCAL,3,orthodox,26,85,0,'{l,w}',LOCAL,8,orthodox,36,56,0,'{l,w}',26,27
W,Philippines,10,flyweight,LOCAL,5,orthodox,16,44,-2,'{l,w}',LOCAL,3,orthodox,22,59,-1,'{w,w}',22,20
L,Austria,10,'super middleweight',VISITANTE,3,orthodox,14,71,4,'{l,w}',VISITANTE,3,orthodox,14,100,6,'{w,w}',22,19
L,Japan,10,bantamweight,LOCAL,11,orthodox,31,81,2,'{l,w}',LOCAL,9,orthodox,26,88,4,'{w,w}',31,27
W,Spain,10,featherweight,LOCAL,7,orthodox,15,87,2,'{w,l}',LOCAL,2,orthodox,6,67,2,'{l,w}',32,26
W,Germany,12,'super middleweight',LOCAL,6,orthodox,30,100,6,'{w,w}',VISITANTE,8,orthodox,32,88,0,'{w,l}',29,30
L,Japan,5,'light flyweight',LOCAL,2,southpaw,6,67,3,'{w,w}',LOCAL,2,southpaw,6,83,4,'{w,w}',22,26
L,Mexico,10,'super flyweight',LOCAL,17,orthodox,48,58,0,'{l,l}',LOCAL,9,southpaw,33,82,6,'{w,w}',36,24
L,Argentina,12,bantamweight,LOCAL,7,southpaw,31,35,-3,'{l,d}',LOCAL,1,orthodox,11,91,4,'{w,w}',29,25
W,Nicaragua,4,'light flyweight',LOCAL,2,orthodox,8,63,2,'{l,w}',LOCAL,3,orthodox,16,13,-5,'{l,l}',20,20
W,Japan,10,bantamweight,LOCAL,4,southpaw,12,92,4,'{w,w}',LOCAL,6,orthodox,19,74,4,'{l,w}',22,29
L,'United Kingdom',12,lightweight,LOCAL,6,orthodox,25,92,6,'{w,w}',LOCAL,9,orthodox,36,81,3,'{d,l}',25,28
W,Japan,8,'super flyweight',LOCAL,11,orthodox,24,50,-2,'{l,w}',LOCAL,6,orthodox,15,40,0,'{w,l}',32,29
L,Philippines,10,flyweight,LOCAL,2,orthodox,15,40,-2,'{d,d}',LOCAL,3,orthodox,18,44,2,'{w,w}',22,21
W,USA,6,heavyweight,LOCAL,2,southpaw,9,100,6,'{w,w}',LOCAL,10,orthodox,12,75,2,'{w,l}',25,39
L,USA,12,welterweight,LOCAL,10,southpaw,35,83,1,'{l,l}',LOCAL,14,southpaw,39,87,4,'{w,w}',27,33
L,Philippines,10,'super flyweight',LOCAL,6,southpaw,27,70,-1,'{l,w}',LOCAL,7,southpaw,28,68,1,'{w,l}',26,27
L,Denmark,10,'light heavyweight',VISITANTE,21,orthodox,75,72,0,'{w,l}',VISITANTE,4,orthodox,21,100,6,'{w,w}',45,22
L,Philippines,10,'super featherweight',VISITANTE,11,orthodox,32,84,2,'{w,w}',LOCAL,9,southpaw,44,82,3,'{w,w}',28,28
L,Italy,6,middleweight,VISITANTE,3,orthodox,24,54,1,'{l,w}',LOCAL,12,orthodox,39,69,2,'{l,l}',24,35
L,USA,6,heavyweight,LOCAL,9,orthodox,66,32,-6,'{l,l}',VISITANTE,11,southpaw,23,87,4,'{w,w}',39,35
L,Japan,8,middleweight,LOCAL,5,orthodox,14,79,2,'{l,l}',LOCAL,3,southpaw,9,78,4,'{w,w}',27,22
L,Italy,6,welterweight,VISITANTE,2,orthodox,20,5,-6,'{l,l}',LOCAL,5,orthodox,15,87,4,'{d,w}',37,30
L,Philippines,12,'super flyweight',LOCAL,3,orthodox,14,93,4,'{w,w}',LOCAL,4,southpaw,17,88,6,'{w,w}',21,24
L,'United Kingdom',6,bantamweight,LOCAL,3,orthodox,21,19,-2,'{l,l}',LOCAL,4,southpaw,16,88,2,'{l,w}',24,25
W,USA,10,'super bantamweight',LOCAL,4,orthodox,15,100,6,'{w,w}',VISITANTE,4,orthodox,20,75,2,'{d,w}',22,22
L,Japan,6,bantamweight,LOCAL,7,orthodox,20,40,-4,'{l,l}',LOCAL,9,southpaw,7,71,2,'{w,w}',26,27
W,Italy,12,'super lightweight',LOCAL,11,orthodox,40,95,6,'{w,w}',VISITANTE,7,orthodox,21,90,4,'{w,l}',32,28
W,Philippines,12,'light flyweight',LOCAL,7,orthodox,21,90,4,'{w,w}',VISITANTE,5,orthodox,18,89,6,'{w,w}',24,24
L,USA,12,lightweight,LOCAL,9,orthodox,35,97,4,'{l,w}',VISITANTE,16,orthodox,54,91,4,'{l,w}',25,35
L,Philippines,10,flyweight,LOCAL,2,orthodox,16,69,-2,'{l,l}',LOCAL,2,orthodox,17,94,4,'{w,w}',19,22
W,Brazil,12,welterweight,LOCAL,8,orthodox,13,100,6,'{w,w}',VISITANTE,5,orthodox,25,84,2,'{l,w}',28,29
L,Japan,6,lightweight,LOCAL,1,southpaw,7,86,5,'{w,w}',LOCAL,1,southpaw,8,100,6,'{w,w}',19,23
W,Spain,4,'super lightweight',VISITANTE,6,orthodox,23,35,-2,'{l,w}',VISITANTE,8,orthodox,32,50,-6,'{l,l}',27,26
W,USA,10,bantamweight,VISITANTE,2,southpaw,11,100,6,'{w,w}',VISITANTE,14,orthodox,36,81,-5,'{d,l}',28,33
W,Mexico,8,flyweight,LOCAL,2,orthodox,8,100,6,'{w,w}',LOCAL,3,southpaw,6,50,0,'{w,l}',18,18
W,Argentina,10,bantamweight,VISITANTE,2,southpaw,15,67,1,'{w,d}',LOCAL,5,orthodox,22,77,1,'{l,d}',27,29
L,'South Africa',12,minimumweight,VISITANTE,6,orthodox,25,84,4,'{w,w}',LOCAL,7,orthodox,25,96,6,'{w,w}',27,25
L,Poland,6,'super welterweight',VISITANTE,1,orthodox,10,30,-2,'{l,w}',LOCAL,1,orthodox,14,100,6,'{w,w}',26,24
W,USA,10,heavyweight,VISITANTE,5,orthodox,21,100,6,'{w,w}',LOCAL,13,orthodox,37,78,-2,'{l,l}',24,36
L,Japan,8,'super featherweight',LOCAL,5,orthodox,15,60,4,'{w,l}',LOCAL,10,orthodox,33,73,2,'{w,w}',22,27
L,Australia,12,'super lightweight',VISITANTE,5,orthodox,21,86,4,'{w,w}',LOCAL,15,orthodox,41,83,6,'{w,w}',28,40
L,Japan,12,'super featherweight',LOCAL,8,southpaw,23,87,5,'{w,w}',LOCAL,6,orthodox,16,100,6,'{w,w}',26,31
W,Panama,12,flyweight,LOCAL,7,orthodox,32,91,6,'{w,w}',VISITANTE,5,orthodox,19,89,6,'{w,w}',27,27
L,USA,10,'super middleweight',LOCAL,4,orthodox,14,93,5,'{w,d}',VISITANTE,4,orthodox,21,100,6,'{w,w}',27,26
W,Argentina,4,'super bantamweight',LOCAL,1,southpaw,7,43,0,'{w,w}',LOCAL,1,orthodox,11,55,0,'{w,l}',22,24
W,Mexico,10,bantamweight,LOCAL,5,orthodox,15,93,6,'{w,w}',VISITANTE,4,orthodox,22,91,2,'{l,w}',22,21
W,Brazil,10,middleweight,LOCAL,10,orthodox,35,71,2,'{l,w}',LOCAL,6,southpaw,35,69,-2,'{l,w}',30,27
W,USA,8,'light heavyweight',VISITANTE,6,orthodox,14,100,6,'{w,w}',LOCAL,14,orthodox,32,84,0,'{l,w}',33,37
W,Japan,5,minimumweight,LOCAL,2,orthodox,6,100,6,'{w,w}',LOCAL,9,orthodox,9,67,2,'{w,w}',19,31
W,Nicaragua,8,'super flyweight',LOCAL,2,orthodox,9,100,6,'{w,w}',LOCAL,3,southpaw,13,62,-2,'{l,l}',23,22
W,Argentina,8,'super middleweight',VISITANTE,8,orthodox,30,93,4,'{w,l}',LOCAL,5,orthodox,15,73,4,'{d,w}',32,26
W,USA,6,'super middleweight',VISITANTE,0,orthodox,7,100,6,'{w,w}',LOCAL,2,orthodox,10,80,2,'{w,l}',22,27
W,Germany,10,cruiserweight,LOCAL,2,orthodox,14,100,6,'{w,w}',VISITANTE,7,orthodox,20,80,0,'{w,l}',21,29
D,Philippines,10,'super flyweight',LOCAL,4,orthodox,17,53,-2,'{l,l}',LOCAL,8,orthodox,36,39,-1,'{l,d}',27,29
L,Belgium,8,cruiserweight,VISITANTE,9,orthodox,50,76,-2,'{w,l}',LOCAL,1,orthodox,12,100,6,'{w,w}',27,21
W,Canada,10,welterweight,VISITANTE,7,orthodox,21,86,3,'{d,w}',VISITANTE,14,orthodox,42,88,2,'{w,l}',32,37
W,Panama,12,bantamweight,LOCAL,6,southpaw,24,92,6,'{w,w}',VISITANTE,11,orthodox,33,67,1,'{l,d}',22,29
W,Colombia,8,'light flyweight',LOCAL,7,orthodox,17,65,1,'{w,d}',LOCAL,15,orthodox,71,18,-6,'{l,l}',31,34
L,Germany,12,cruiserweight,VISITANTE,9,orthodox,49,78,0,'{l,w}',LOCAL,13,orthodox,38,89,6,'{w,w}',27,37
W,'United Kingdom',6,'super lightweight',LOCAL,2,orthodox,7,100,6,'{w,w}',LOCAL,2,orthodox,25,12,-6,'{l,l}',21,24
L,Japan,8,'light flyweight',LOCAL,5,orthodox,9,78,2,'{l,w}',LOCAL,3,orthodox,9,78,5,'{w,w}',23,22
L,'United Kingdom',6,'light heavyweight',VISITANTE,9,southpaw,47,13,-6,'{l,l}',LOCAL,2,orthodox,6,83,4,'{w,w}',30,28
